Subfamily,1764.11.PATRIC,1770.10.PATRIC,1770.19.PATRIC,1770.39.PATRIC,1770.9.PATRIC,1767.10.PATRIC,1767.9.PATRIC,1765.277.PATRIC,1765.319.PATRIC,1765.321.PATRIC,1765.323.PATRIC,1765.326.PATRIC,1766.6.PATRIC,1771.11.PATRIC,1772.10.PATRIC,1772.11.PATRIC,1772.19.PATRIC,1773.225.PATRIC,1773.232.PATRIC,1773.226.PATRIC,1773.228.PATRIC,1773.229.PATRIC,1773.230.PATRIC,1773.231.PATRIC,1773.233.PATRIC,1773.234.PATRIC,1773.235.PATRIC,1773.236.PATRIC,1773.237.PATRIC,1773.238.PATRIC,1773.239.PATRIC,1773.240.PATRIC,1773.241.PATRIC,1773.242.PATRIC,1773.243.PATRIC,1773.244.PATRIC,1773.245.PATRIC,1773.246.PATRIC,1773.247.PATRIC,1773.249.PATRIC,1773.250.PATRIC,1773.251.PATRIC,1773.31.PATRIC,1773.349.PATRIC,1773.248.PATRIC,1773.522.PATRIC,1773.554.PATRIC,1773.227.PATRIC,1773.523.PATRIC,1773.224.PATRIC
CYP137A,0,0,0,0,0,0,0,[['fig|1765.277.peg.4061']],[['fig|1765.319.peg.4117|AA885_19350']],[['fig|1765.321.peg.4062|Mb1595_p4092']],[['fig|1765.323.peg.4044|BOVR_19180']],[['fig|1765.326.peg.4179|RN07_3936']],0,0,0,0,0,[['fig|1773.225.peg.1597|IU21_19015']],[['fig|1773.232.peg.3337|T209_18465']],[['fig|1773.226.peg.3671|IU13_18800']],[['fig|1773.228.peg.1376|IU15_19215']],[['fig|1773.229.peg.4103|IQ42_18775']],[['fig|1773.230.peg.3548|IQ48_18650']],[['fig|1773.231.peg.3547|IU16_18675']],[['fig|1773.233.peg.3430|IQ47_18480']],[['fig|1773.234.peg.3628|IU17_18560']],[['fig|1773.235.peg.3460|IQ45_18535']],[['fig|1773.236.peg.2611|IQ39_18130']],[['fig|1773.237.peg.2797|IQ41_18075']],[['fig|1773.238.peg.2790|IQ43_18280']],[['fig|1773.239.peg.2957|IQ46_18335']],[['fig|1773.240.peg.3304|IU18_18460']],[['fig|1773.241.peg.3008|IU24_18400']],[['fig|1773.242.peg.3141|IU14_18375']],[['fig|1773.243.peg.3187|IU19_18535']],[['fig|1773.244.peg.3121|IU22_18520']],[['fig|1773.245.peg.3117|IU20_18395']],[['fig|1773.246.peg.3126|IU23_18395']],[['fig|1773.247.peg.3011|IQ44_18425']],[['fig|1773.249.peg.4060|ER17_19540']],[['fig|1773.250.peg.4073|IZ84_19620']],[['fig|1773.251.peg.4070|JE53_19600']],[['fig|1773.31.peg.1489|UDA_3685c']],[['fig|1773.349.peg.739']],[['fig|1773.248.peg.293|IQ40_18585']],[['fig|1773.522.peg.4064|LJ70_19865']],[['fig|1773.554.peg.4242|UB21_19555']],[['fig|1773.227.peg.1693|IQ38_19205']],[['fig|1773.523.peg.4102|LJ80_20015']],"[['fig|1773.224.peg.2513', 'fig|1773.224.peg.2512']]"
CYP138A,[['fig|1764.11.peg.1891|BBJ32_09125']],[['fig|1770.10.peg.228']],[['fig|1770.19.peg.3820|A0V42_18260']],[['fig|1770.39.peg.1646|CEP84_07860']],[['fig|1770.9.peg.227']],[['fig|1767.10.peg.5071|CKJ61_24970']],[['fig|1767.9.peg.5228|CKJ67_25645']],[['fig|1765.277.peg.159']],[['fig|1765.319.peg.160|AA885_00725']],[['fig|1765.321.peg.163|Mb1595_p0163']],[['fig|1765.323.peg.164|BOVR_00725']],[['fig|1765.326.peg.162|RN07_0152']],[['fig|1766.6.peg.5834|XA26_58690']],[['fig|1771.11.peg.127|MPHLCCUG_00129']],[['fig|1772.10.peg.6289']],[['fig|1772.11.peg.6284']],[['fig|1772.19.peg.6376|ERS451418_06290']],[['fig|1773.225.peg.2053|IU21_21115']],[['fig|1773.232.peg.3816|T209_20530']],[['fig|1773.226.peg.4169|IU13_20845']],[['fig|1773.228.peg.1878|IU15_21340']],[['fig|1773.229.peg.247']],[['fig|1773.230.peg.4015|IQ48_20720']],[['fig|1773.231.peg.3994|IU16_20755']],[['fig|1773.233.peg.3915|IQ47_20540']],[['fig|1773.234.peg.4104|IU17_20625']],[['fig|1773.235.peg.3967|IQ45_20600']],[['fig|1773.236.peg.3195|IQ39_20200']],[['fig|1773.237.peg.3231|IQ41_20150']],[['fig|1773.238.peg.3328|IQ43_20325']],[['fig|1773.239.peg.3401|IQ46_20390']],[['fig|1773.240.peg.3740|IU18_20500']],[['fig|1773.241.peg.3563|IU24_20445']],[['fig|1773.242.peg.3570|IU14_20435']],[['fig|1773.243.peg.3727|IU19_20595']],[['fig|1773.244.peg.3595|IU22_20575']],[['fig|1773.245.peg.3604|IU20_20435']],[['fig|1773.246.peg.3614|IU23_20435']],[['fig|1773.247.peg.3443|IQ44_20460']],[['fig|1773.249.peg.154|ER17_00725']],[['fig|1773.250.peg.159|IZ84_00765']],[['fig|1773.251.peg.154|JE53_00765']],[['fig|1773.31.peg.2443']],[['fig|1773.349.peg.4002']],[['fig|1773.248.peg.786|IQ40_20645']],[['fig|1773.522.peg.153|LJ70_00750']],[['fig|1773.554.peg.161|UB21_00730']],[['fig|1773.227.peg.2180|IQ38_21335']],[['fig|1773.523.peg.159|LJ80_00770']],[['fig|1773.224.peg.2986']]
CYP139A,[['fig|1764.11.peg.5|BBJ32_00025']],[['fig|1770.10.peg.2563']],[['fig|1770.19.peg.1460|A0V42_06990']],[['fig|1770.39.peg.4059|CEP84_19310']],[['fig|1770.9.peg.2581']],0,0,[['fig|1765.277.peg.1833']],[['fig|1765.319.peg.1848|AA885_08740']],[['fig|1765.321.peg.1847|Mb1595_p1863']],[['fig|1765.323.peg.1809|BOVR_08670']],[['fig|1765.326.peg.1912|RN07_1810']],0,0,0,0,0,[['fig|1773.225.peg.3208']],[['fig|1773.232.peg.456']],[['fig|1773.226.peg.777|IU13_06105']],[['fig|1773.228.peg.2919']],[['fig|1773.229.peg.1292']],[['fig|1773.230.peg.653']],[['fig|1773.231.peg.679']],[['fig|1773.233.peg.609']],[['fig|1773.234.peg.603']],[['fig|1773.235.peg.557']],[['fig|1773.236.peg.4113|IQ39_05855']],[['fig|1773.237.peg.4016|IQ41_05940']],[['fig|1773.238.peg.4164|IQ43_05960']],[['fig|1773.239.peg.4160|IQ46_05955']],[['fig|1773.240.peg.207']],[['fig|1773.241.peg.20']],[['fig|1773.242.peg.7|IU14_05990']],"[['fig|1773.243.peg.241', 'fig|1773.243.peg.240|IU19_06085']]",[['fig|1773.244.peg.217']],[['fig|1773.245.peg.215']],[['fig|1773.246.peg.215']],[['fig|1773.247.peg.4238|IQ44_06010']],[['fig|1773.249.peg.1827|ER17_08775']],[['fig|1773.250.peg.1848|IZ84_08890']],[['fig|1773.251.peg.1844|JE53_08895']],[['fig|1773.31.peg.3261|UDA_1666c']],[['fig|1773.349.peg.2516']],[['fig|1773.248.peg.1833']],[['fig|1773.522.peg.1822|LJ70_08985']],[['fig|1773.554.peg.1895|UB21_08815']],[['fig|1773.227.peg.3267']],[['fig|1773.523.peg.1836|LJ80_09050']],[['fig|1773.224.peg.4009|IU12_06410']]
CYP140A,[['fig|1764.11.peg.4486|BBJ32_21610']],[['fig|1770.10.peg.2318']],[['fig|1770.19.peg.1709|A0V42_08165']],[['fig|1770.39.peg.3802|CEP84_18130']],[['fig|1770.9.peg.2333']],[['fig|1767.10.peg.2688|CKJ61_13225']],[['fig|1767.9.peg.2627|CKJ67_12945']],[['fig|1765.277.peg.2065']],[['fig|1765.319.peg.2099|AA885_09845']],[['fig|1765.321.peg.2098|Mb1595_p2108']],[['fig|1765.323.peg.2053|BOVR_09770']],[['fig|1765.326.peg.2161|RN07_2043']],[['fig|1766.6.peg.617|XA26_06250']],[['fig|1771.11.peg.4684|MPHLCCUG_04721']],[['fig|1772.10.peg.669']],[['fig|1772.11.peg.671']],[['fig|1772.19.peg.706|ERS451418_00702']],[['fig|1773.225.peg.3465']],"[['fig|1773.232.peg.713|T209_07120', 'fig|1773.232.peg.714']]",[['fig|1773.226.peg.1022|IU13_07235']],[['fig|1773.228.peg.3173|IU15_07410']],[['fig|1773.229.peg.1547|IQ42_07200']],[['fig|1773.230.peg.896|IQ48_07155']],[['fig|1773.231.peg.942|IU16_07195']],"[['fig|1773.233.peg.855|IQ47_07115', 'fig|1773.233.peg.856']]",[['fig|1773.234.peg.910']],[['fig|1773.235.peg.809|IQ45_07145']],[['fig|1773.236.peg.66|IQ39_06935']],[['fig|1773.237.peg.4245|IQ41_07040']],[['fig|1773.238.peg.56|IQ43_07060']],[['fig|1773.239.peg.67|IQ46_07055']],[['fig|1773.240.peg.464|IU18_07145']],[['fig|1773.241.peg.276|IU24_07115']],[['fig|1773.242.peg.325|IU14_07095']],[['fig|1773.243.peg.552|IU19_07200']],[['fig|1773.244.peg.519|IU22_07145']],[['fig|1773.245.peg.468|IU20_07135']],[['fig|1773.246.peg.469|IU23_07135']],[['fig|1773.247.peg.218|IQ44_07110']],[['fig|1773.249.peg.2053|ER17_09855']],"[['fig|1773.250.peg.2087', 'fig|1773.250.peg.2086|IZ84_10025']]",[['fig|1773.251.peg.2081|JE53_10025']],[['fig|1773.31.peg.3485|UDA_1880c']],[['fig|1773.349.peg.49']],[['fig|1773.248.peg.2080|IQ40_07145']],[['fig|1773.522.peg.2049|LJ70_10075']],[['fig|1773.554.peg.2129']],[['fig|1773.227.peg.3526']],[['fig|1773.523.peg.2081|LJ80_10235']],"[['fig|1773.224.peg.71|IU12_07580', 'fig|1773.224.peg.72']]"
CYP140B,[['fig|1764.11.peg.4036|BBJ32_19460']],[['fig|1770.10.peg.1855']],[['fig|1770.19.peg.2174|A0V42_10350']],[['fig|1770.39.peg.3334|CEP84_15915']],[['fig|1770.9.peg.1871']],[['fig|1767.10.peg.2171|CKJ61_10710']],[['fig|1767.9.peg.2148|CKJ67_10630']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP141A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1773.225.peg.2448|IU21_02720']],[['fig|1773.232.peg.3991|T209_02660']],[['fig|1773.226.peg.31|IU13_02695']],[['fig|1773.228.peg.2156|IU15_02745']],[['fig|1773.229.peg.558|IQ42_02685']],[['fig|1773.230.peg.4288|IQ48_02665']],[['fig|1773.231.peg.4340|IU16_02675']],[['fig|1773.233.peg.4135|IQ47_02635']],[['fig|1773.234.peg.3570|IU17_02635']],[['fig|1773.235.peg.3904|IQ45_02650']],[['fig|1773.236.peg.3396|IQ39_02605']],[['fig|1773.237.peg.2505|IQ41_02590']],[['fig|1773.238.peg.3078|IQ43_02605']],[['fig|1773.239.peg.2594|IQ46_02590']],[['fig|1773.240.peg.3162|IU18_02615']],[['fig|1773.241.peg.3349|IU24_02625']],[['fig|1773.242.peg.2686|IU14_02620']],[['fig|1773.243.peg.3455|IU19_02665']],[['fig|1773.244.peg.3742|IU22_02645']],[['fig|1773.245.peg.3807|IU20_02635']],[['fig|1773.246.peg.3817|IU23_02635']],[['fig|1773.247.peg.2581|IQ44_02645']],[['fig|1773.249.peg.3434|ER17_16535']],[['fig|1773.250.peg.3454|IZ84_16640']],[['fig|1773.251.peg.3447|JE53_16620']],[['fig|1773.31.peg.821|UDA_3121']],[['fig|1773.349.peg.3863']],[['fig|1773.248.peg.1046']],[['fig|1773.522.peg.3428|LJ70_16795']],[['fig|1773.554.peg.3569|UB21_16515']],[['fig|1773.227.peg.2493|IQ38_02750']],[['fig|1773.523.peg.3474|LJ80_16990']],0
CYP142A,[['fig|1764.11.peg.2615|BBJ32_12650']],[['fig|1770.10.peg.3414']],[['fig|1770.19.peg.588|A0V42_02790']],[['fig|1770.39.peg.165|CEP84_00815']],[['fig|1770.9.peg.3443']],"[['fig|1767.10.peg.137|CKJ61_00670', 'fig|1767.10.peg.563|CKJ61_02785']]","[['fig|1767.9.peg.133|CKJ67_00670', 'fig|1767.9.peg.554|CKJ67_02790']]","[['fig|1765.277.peg.3887', 'fig|1765.277.peg.3886']]","[['fig|1765.319.peg.3944|AA885_18520', 'fig|1765.319.peg.3943|AA885_18515']]","[['fig|1765.321.peg.3888|Mb1595_p3914', 'fig|1765.321.peg.3887|Mb1595_p3913']]","[['fig|1765.323.peg.3871|BOVR_18360', 'fig|1765.323.peg.3870|BOVR_18355']]","[['fig|1765.326.peg.4002|RN07_3772', 'fig|1765.326.peg.4001|RN07_3771']]",[['fig|1766.6.peg.917|XA26_09260']],[['fig|1771.11.peg.585|MPHLCCUG_00591']],[['fig|1772.10.peg.5744']],[['fig|1772.11.peg.5743']],[['fig|1772.19.peg.5825|ERS451418_05734']],0,[['fig|1773.232.peg.3146|T209_17575']],[['fig|1773.226.peg.3485|IU13_17890']],"[['fig|1773.228.peg.1170', 'fig|1773.228.peg.1171']]",[['fig|1773.229.peg.3923|IQ42_17875']],[['fig|1773.230.peg.3331|IQ48_17755']],[['fig|1773.231.peg.3342|IU16_17795']],[['fig|1773.233.peg.3230|IQ47_17605']],[['fig|1773.234.peg.3406|IU17_17675']],[['fig|1773.235.peg.3252|IQ45_17640']],[['fig|1773.236.peg.2405|IQ39_17250']],[['fig|1773.237.peg.2588|IQ41_17205']],[['fig|1773.238.peg.2563|IQ43_17400']],[['fig|1773.239.peg.2748|IQ46_17450']],[['fig|1773.240.peg.2943|IU18_17580']],[['fig|1773.241.peg.2794|IU24_17520']],[['fig|1773.242.peg.2961|IU14_17500']],[['fig|1773.243.peg.3014|IU19_17665']],[['fig|1773.244.peg.2913|IU22_17650']],[['fig|1773.245.peg.2937|IU20_17515']],[['fig|1773.246.peg.2946|IU23_17515']],[['fig|1773.247.peg.2823|IQ44_17555']],[['fig|1773.249.peg.3880|ER17_18685']],[['fig|1773.250.peg.3895|IZ84_18760']],[['fig|1773.251.peg.3890|JE53_18740']],[['fig|1773.31.peg.1315|UDA_3518c']],[['fig|1773.349.peg.788']],[['fig|1773.248.peg.100|IQ40_17685']],[['fig|1773.522.peg.3883|LJ70_18975']],[['fig|1773.554.peg.4057|UB21_18690']],0,[['fig|1773.523.peg.3922|LJ80_19125']],"[['fig|1773.224.peg.2333', 'fig|1773.224.peg.2331|IU12_18655', 'fig|1773.224.peg.2332']]"
CYP143A,[['fig|1764.11.peg.4592|BBJ32_22115']],[['fig|1770.10.peg.2421']],0,[['fig|1770.39.peg.3911|CEP84_18635']],[['fig|1770.9.peg.2437']],"[['fig|1767.10.peg.2796|CKJ61_13745', 'fig|1767.10.peg.1766|CKJ61_08725']]","[['fig|1767.9.peg.2740|CKJ67_13480', 'fig|1767.9.peg.1350|CKJ67_06735']]",[['fig|1765.277.peg.1960']],[['fig|1765.319.peg.1992|AA885_09355']],[['fig|1765.321.peg.1991|Mb1595_p2003']],[['fig|1765.323.peg.1949|BOVR_09280']],[['fig|1765.326.peg.2053|RN07_1941']],0,0,0,0,0,[['fig|1773.225.peg.3352|IU21_06900']],[['fig|1773.232.peg.591|T209_06635']],[['fig|1773.226.peg.910|IU13_06745']],"[['fig|1773.228.peg.3063', 'fig|1773.228.peg.3062|IU15_06910']]",[['fig|1773.229.peg.1441|IQ42_06725']],[['fig|1773.230.peg.794|IQ48_06685']],[['fig|1773.231.peg.819|IU16_06710']],[['fig|1773.233.peg.747|IQ47_06640']],[['fig|1773.234.peg.780|IU17_06675']],[['fig|1773.235.peg.689|IQ45_06665']],[['fig|1773.236.peg.4232|IQ39_06465']],[['fig|1773.237.peg.4146|IQ41_06555']],[['fig|1773.238.peg.4292|IQ43_06580']],[['fig|1773.239.peg.4286|IQ46_06580']],[['fig|1773.240.peg.363|IU18_06670']],[['fig|1773.241.peg.147|IU24_06650']],[['fig|1773.242.peg.135|IU14_06615']],[['fig|1773.243.peg.401|IU19_06710']],[['fig|1773.244.peg.376|IU22_06685']],[['fig|1773.245.peg.337|IU20_06665']],[['fig|1773.246.peg.338|IU23_06665']],[['fig|1773.247.peg.37|IQ44_06635']],[['fig|1773.249.peg.1952|ER17_09385']],[['fig|1773.250.peg.1985|IZ84_09555']],[['fig|1773.251.peg.1980|JE53_09555']],[['fig|1773.31.peg.3387|UDA_1785c']],[['fig|1773.349.peg.3216']],[['fig|1773.248.peg.1968|IQ40_06660']],[['fig|1773.522.peg.1948|LJ70_09595']],[['fig|1773.554.peg.2025|UB21_09390']],[['fig|1773.227.peg.3417|IQ38_06940']],[['fig|1773.523.peg.1978|LJ80_09740']],[['fig|1773.224.peg.4135']]
CYP144A,[['fig|1764.11.peg.2062|BBJ32_09940']],0,0,0,0,0,0,[['fig|1765.277.peg.1952']],[['fig|1765.319.peg.1984|AA885_09320']],[['fig|1765.321.peg.1983|Mb1595_p1995']],[['fig|1765.323.peg.1941|BOVR_09245']],[['fig|1765.326.peg.2045|RN07_1934']],[['fig|1766.6.peg.4639|XA26_46660']],[['fig|1771.11.peg.3395|MPHLCCUG_03420']],[['fig|1772.10.peg.664']],[['fig|1772.11.peg.666']],[['fig|1772.19.peg.701|ERS451418_00696']],"[['fig|1773.225.peg.3341', 'fig|1773.225.peg.3343|IU21_06860', 'fig|1773.225.peg.3342']]",[['fig|1773.232.peg.583|T209_06595']],[['fig|1773.226.peg.901|IU13_06705']],"[['fig|1773.228.peg.3055', 'fig|1773.228.peg.3052']]",[['fig|1773.229.peg.1433|IQ42_06685']],[['fig|1773.230.peg.786|IQ48_06645']],[['fig|1773.231.peg.811|IU16_06665']],"[['fig|1773.233.peg.739|IQ47_06600', 'fig|1773.233.peg.738']]",[['fig|1773.234.peg.772|IU17_06635']],"[['fig|1773.235.peg.680', 'fig|1773.235.peg.681|IQ45_06625']]",[['fig|1773.236.peg.4224|IQ39_06425']],[['fig|1773.237.peg.4138|IQ41_06515']],[['fig|1773.238.peg.4284|IQ43_06540']],[['fig|1773.239.peg.4278|IQ46_06540']],[['fig|1773.240.peg.355|IU18_06630']],[['fig|1773.241.peg.139|IU24_06610']],[['fig|1773.242.peg.127']],[['fig|1773.243.peg.393|IU19_06670']],[['fig|1773.244.peg.368|IU22_06645']],[['fig|1773.245.peg.329|IU20_06625']],[['fig|1773.246.peg.330|IU23_06625']],[['fig|1773.247.peg.29|IQ44_06595']],[['fig|1773.249.peg.1944|ER17_09345']],[['fig|1773.250.peg.1977|IZ84_09515']],[['fig|1773.251.peg.1972|JE53_09515']],[['fig|1773.31.peg.3379|UDA_1777']],[['fig|1773.349.peg.3224']],[['fig|1773.248.peg.1955|IQ40_06620']],[['fig|1773.522.peg.1940|LJ70_09555']],[['fig|1773.554.peg.2016|UB21_09355']],[['fig|1773.227.peg.3401|IQ38_06900']],[['fig|1773.523.peg.1970|LJ80_09700']],[['fig|1773.224.peg.4124|IU12_07025']]
CYP150A,"[['fig|1764.11.peg.2741|BBJ32_13275', 'fig|1764.11.peg.2857|BBJ32_13825'], ['fig|1764.11.peg.2804|BBJ32_13580']]","[['fig|1770.10.peg.3290', 'fig|1770.10.peg.3176'], ['fig|1770.10.peg.3228']]","[['fig|1770.19.peg.713|A0V42_03420', 'fig|1770.19.peg.828|A0V42_03960'], ['fig|1770.19.peg.776|A0V42_03715']]","[['fig|1770.39.peg.36|CEP84_00175', 'fig|1770.39.peg.4713|CEP84_22420'], ['fig|1770.39.peg.4765|CEP84_22670', 'fig|1770.39.peg.4766']]","[['fig|1770.9.peg.3318', 'fig|1770.9.peg.3203'], ['fig|1770.9.peg.3255']]","[['fig|1767.10.peg.716|CKJ61_03580', 'fig|1767.10.peg.845|CKJ61_04210'], ['fig|1767.10.peg.791|CKJ61_03950']]","[['fig|1767.9.peg.854|CKJ67_04300', 'fig|1767.9.peg.727|CKJ67_03670', 'fig|1767.9.peg.1204|CKJ67_06030'], ['fig|1767.9.peg.801|CKJ67_04040']]",0,0,0,0,0,"[['fig|1766.6.peg.4137|XA26_41630', 'fig|1766.6.peg.4161|XA26_41850', 'fig|1766.6.peg.5329|XA26_53550'], ['fig|1766.6.peg.4191|XA26_42150']]","[['fig|1771.11.peg.3739|MPHLCCUG_03767', 'fig|1771.11.peg.3679|MPHLCCUG_03707', 'fig|1771.11.peg.2118|MPHLCCUG_02137'], ['fig|1771.11.peg.3714|MPHLCCUG_03742']]","[['fig|1772.10.peg.5854', 'fig|1772.10.peg.4647'], ['fig|1772.10.peg.4690']]","[['fig|1772.11.peg.5853', 'fig|1772.11.peg.4643'], ['fig|1772.11.peg.4686']]","[['fig|1772.19.peg.5935|ERS451418_05845', 'fig|1772.19.peg.4721|ERS451418_04639'], ['fig|1772.19.peg.4760|ERS451418_04677']]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP151A,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1766.6.peg.1558|XA26_15750']],0,[['fig|1772.10.peg.6502']],[['fig|1772.11.peg.6500']],[['fig|1772.19.peg.6583|ERS451418_06495']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP153A1,0,0,0,0,0,[['fig|1767.10.peg.2351|CKJ61_11605']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP164A,[['fig|1764.11.peg.2211|BBJ32_10700']],[['fig|1770.10.peg.3629']],[['fig|1770.19.peg.377|A0V42_01750']],[['fig|1770.39.peg.384|CEP84_01875']],[['fig|1770.9.peg.3659']],[['fig|1767.10.peg.327|CKJ61_01615']],[['fig|1767.9.peg.321|CKJ67_01615']],0,0,0,0,0,0,[['fig|1771.11.peg.273|MPHLCCUG_00279']],[['fig|1772.10.peg.6132']],[['fig|1772.11.peg.6130']],[['fig|1772.19.peg.6211|ERS451418_06123']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP185A,0,[['fig|1770.10.peg.2594']],[['fig|1770.19.peg.1429|A0V42_06845']],[['fig|1770.39.peg.4090|CEP84_19455']],[['fig|1770.9.peg.2612']],[['fig|1767.10.peg.3007|CKJ61_14780']],[['fig|1767.9.peg.3083|CKJ67_15105']],0,0,0,0,0,[['fig|1766.6.peg.833|XA26_08430']],[['fig|1771.11.peg.4450|MPHLCCUG_04483']],"[['fig|1772.10.peg.807'], ['fig|1772.10.peg.947']]","[['fig|1772.11.peg.809'], ['fig|1772.11.peg.949']]","[['fig|1772.19.peg.846|ERS451418_00838'], ['fig|1772.19.peg.983|ERS451418_00971']]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP186A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1772.10.peg.1748']],[['fig|1772.11.peg.1750']],[['fig|1772.19.peg.1832|ERS451418_01808']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP187A,"[['fig|1764.11.peg.271|BBJ32_01315'], ['fig|1764.11.peg.253|BBJ32_01230']]","[['fig|1770.10.peg.1486', 'fig|1770.10.peg.1503']]","[['fig|1770.19.peg.2554|A0V42_12160'], ['fig|1770.19.peg.2535|A0V42_12060']]","[['fig|1770.39.peg.2940|CEP84_14095', 'fig|1770.39.peg.2961|CEP84_14180', 'fig|1770.39.peg.2962']]","[['fig|1770.9.peg.1501'], ['fig|1770.9.peg.1518']]","[['fig|1767.10.peg.1474|CKJ61_07320', 'fig|1767.10.peg.1452|CKJ61_07210']]","[['fig|1767.9.peg.1674|CKJ67_08315'], ['fig|1767.9.peg.1696|CKJ67_08425']]",0,0,0,0,0,[['fig|1766.6.peg.2214|XA26_22270']],[['fig|1771.11.peg.1904|MPHLCCUG_01921']],[['fig|1772.10.peg.2191']],[['fig|1772.11.peg.2194']],[['fig|1772.19.peg.2299|ERS451418_02265']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP188A,"[['fig|1764.11.peg.2832|BBJ32_13715', 'fig|1764.11.peg.424|BBJ32_02060']]","[['fig|1770.10.peg.1337', 'fig|1770.10.peg.3200']]","[['fig|1770.19.peg.2700|A0V42_12885', 'fig|1770.19.peg.804|A0V42_03850']]","[['fig|1770.39.peg.2790|CEP84_13355', 'fig|1770.39.peg.4737|CEP84_22530']]","[['fig|1770.9.peg.1353', 'fig|1770.9.peg.3227']]","[['fig|1767.10.peg.1510|CKJ61_07495', 'fig|1767.10.peg.822|CKJ61_04100']]","[['fig|1767.9.peg.1732|CKJ67_08600', 'fig|1767.9.peg.831|CKJ67_04190']]",0,0,0,0,0,[['fig|1766.6.peg.4156|XA26_41810']],[['fig|1771.11.peg.3696|MPHLCCUG_03723']],[['fig|1772.10.peg.4670']],[['fig|1772.11.peg.4666']],[['fig|1772.19.peg.4740|ERS451418_04657']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP189A,"[['fig|1764.11.peg.4019|BBJ32_19380'], ['fig|1764.11.peg.3854|BBJ32_18630'], ['fig|1764.11.peg.432|BBJ32_02100', 'fig|1764.11.peg.2204|BBJ32_10665']]","[['fig|1770.10.peg.1835'], ['fig|1770.10.peg.3638']]","[['fig|1770.19.peg.2194|A0V42_10440'], ['fig|1770.19.peg.368|A0V42_01710']]","[['fig|1770.39.peg.3314|CEP84_15825'], ['fig|1770.39.peg.393|CEP84_01915']]","[['fig|1770.9.peg.1853'], ['fig|1770.9.peg.3668']]","[['fig|1767.10.peg.2145|CKJ61_10590'], ['fig|1767.10.peg.1981|CKJ61_09770', 'fig|1767.10.peg.2849|CKJ61_14005'], ['fig|1767.10.peg.337|CKJ61_01660']]","[['fig|1767.9.peg.2122|CKJ67_10510'], ['fig|1767.9.peg.1965|CKJ67_09735', 'fig|1767.9.peg.2795|CKJ67_13740'], ['fig|1767.9.peg.331|CKJ67_01665']]",0,0,0,0,0,"[['fig|1766.6.peg.4938|XA26_49640'], ['fig|1766.6.peg.4197|XA26_42200', 'fig|1766.6.peg.4260|XA26_42830'], ['fig|1766.6.peg.3415|XA26_34310']]","[['fig|1771.11.peg.2108|MPHLCCUG_02127'], ['fig|1771.11.peg.3760|MPHLCCUG_03788'], ['fig|1771.11.peg.2283|MPHLCCUG_02303']]","[['fig|1772.10.peg.4754', 'fig|1772.10.peg.4696'], ['fig|1772.10.peg.6431', 'fig|1772.10.peg.3618']]","[['fig|1772.11.peg.4749', 'fig|1772.11.peg.4692'], ['fig|1772.11.peg.6428', 'fig|1772.11.peg.3617']]","[['fig|1772.19.peg.4766|ERS451418_04683', 'fig|1772.19.peg.4823|ERS451418_04740'], ['fig|1772.19.peg.3720|ERS451418_03656', 'fig|1772.19.peg.6534|ERS451418_06443']]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP189A1,0,0,0,0,0,[['fig|1767.10.peg.91|CKJ61_00455']],[['fig|1767.9.peg.89|CKJ67_00455']],0,0,0,0,0,0,[['fig|1771.11.peg.4964|MPHLCCUG_05006']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
